TTANALYZER,HOURLY REPORT,2011-12-27 13:16:10 UTC
 
ZSCORES
 ,2012 ,DAY ,LMAO ,LIVE ,VOC ,OUT ,AND ,THANK ,OMG ,WITH ,YOU ,LT3 ,NEED ,GOOD ,TWITTER ,QUERO ,LAGI ,SEGUE ,MSN ,RTRT ,PHOTO ,FOLLOW BACK ,DONG ,WWW ,LIKE ,GTLT ,5555 ,HOJE ,AKU ,NIGHT ,HAHA ,GOING ,MORNING ,TODAY ,PHOTOSET ,MET ,NEW ,CANT ,KNOW ,REALLY ,WANNA ,QUEM ,BEM ,GOOD MORNING ,MEU ,WHERE ,YES ,FOLLOW ,ARE ,GOODMORNING ,JUST ,VOU ,MAIS ,COM ,PRA ,APA ,GET ,YOUR ,FUCK ,ITS ,THE ,ALL ,THINK ,HOW 
2011-12-27 13:36:07   5, , , , , , , , , , , , ,7, , , ,10,9, ,8, , , , ,2, , , , , , , , ,6, , ,4, , , , , , ,5, , , , , , , , , ,3,1, , , , , , , , , 
2011-12-27 13:41:09   6,10, , , , , , , ,9,4, , , , ,1, , , ,8, , ,6, , , , , , , , , , , , , , , ,7, , , , , , ,5, , , ,3, ,2, , , , , , , , , , , , , 
2011-12-27 13:46:08   7, , , , , , , , , ,3, , ,8, , , , , ,6, , , , , , , , , , , , ,10, ,2, , ,5, ,9, , , , , , , ,7, , , , , , , , , ,4, , ,1, , , , 
2011-12-27 13:51:09   8, , ,10, ,9,7, , , , , , ,6, , ,8, , , , , , , , , , , , , , , , , , , , , , , ,5,4,3,2, , ,1, , , , , , , , , , , , , , , , , , 
2011-12-27 13:56:11   9, , , , , , , , , , , , , , , , , , , , , , ,10, , , ,6,9, ,8, , , , , ,7, , , , , , , , , , , , , ,5, , ,4, , ,3, ,2,1, , , , , 
 
FREQUENCY
 ,2012 ,DAY ,LMAO ,LIVE ,VOC ,OUT ,AND ,THANK ,OMG ,WITH ,YOU ,LT3 ,NEED ,GOOD ,TWITTER ,QUERO ,LAGI ,SEGUE ,MSN ,RTRT ,PHOTO ,FOLLOW BACK ,DONG ,WWW ,LIKE ,GTLT ,5555 ,HOJE ,AKU ,NIGHT ,HAHA ,GOING ,MORNING ,TODAY ,PHOTOSET ,MET ,NEW ,CANT ,KNOW ,REALLY ,WANNA ,QUEM ,BEM ,GOOD MORNING ,MEU ,WHERE ,YES ,FOLLOW ,ARE ,GOODMORNING ,JUST ,VOU ,MAIS ,COM ,PRA ,APA ,GET ,YOUR ,FUCK ,ITS ,THE ,ALL ,THINK ,HOW 
2011-12-27 13:16:13   1,,,,,,,,,,,4.0,3.0,,3.0,,,,,,,5.0,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
2011-12-27 13:21:08   2,,,,3.0,,6.0,7.0,,,3.0,37.0,19.0,3.0,6.0,4.0,,3.0,,,,25.0,4.0,,8.0,3.0,14.0,4.0,,,,23.0,,3.0,3.0,5.0,3.0,,3.0,,,3.0,,3.0,,,,,8.0,7.0,,,,,3.0,4.0,,3.0,,,3.0,22.0,3.0,4.0,3.0
2011-12-27 13:26:07   3,3.0,,,11.0,,3.0,4.0,,6.0,,18.0,,,17.0,7.0,,,,,3.0,29.0,,,9.0,6.0,21.0,,,6.0,,23.0,,11.0,,6.0,,8.0,,,,,,,4.0,,,,4.0,,3.0,4.0,5.0,,4.0,,3.0,,3.0,,,26.0,3.0,,
2011-12-27 13:31:09   4,3.0,10.0,,23.0,,7.0,10.0,12.0,3.0,9.0,60.0,18.0,4.0,26.0,9.0,,3.0,8.0,3.0,4.0,52.0,10.0,,34.0,12.0,38.0,6.0,8.0,7.0,7.0,29.0,6.0,27.0,7.0,23.0,,11.0,13.0,3.0,4.0,,,,9.0,10.0,3.0,3.0,17.0,6.0,,13.0,8.0,7.0,7.0,9.0,,6.0,5.0,3.0,,46.0,12.0,3.0,5.0
2011-12-27 13:36:07   5,,,,3.0,,,6.0,,,,45.0,12.0,3.0,32.0,7.0,,4.0,3.0,3.0,3.0,24.0,,3.0,30.0,7.0,30.0,,,,,12.0,3.0,30.0,12.0,11.0,3.0,3.0,,3.0,,,3.0,4.0,15.0,4.0,4.0,3.0,10.0,7.0,6.0,6.0,9.0,,10.0,3.0,,,3.0,3.0,4.0,42.0,,,3.0
2011-12-27 13:41:09   6,6.0,,6.0,12.0,,,10.0,,5.0,3.0,45.0,20.0,,27.0,12.0,,6.0,6.0,8.0,,42.0,4.0,,14.0,4.0,37.0,,,,3.0,14.0,,29.0,3.0,12.0,3.0,3.0,4.0,3.0,,,,,10.0,9.0,3.0,3.0,8.0,7.0,4.0,10.0,7.0,3.0,3.0,4.0,6.0,,6.0,6.0,6.0,32.0,6.0,,
2011-12-27 13:46:08   7,3.0,,,3.0,6.0,,6.0,,3.0,3.0,26.0,13.0,3.0,15.0,4.0,6.0,,3.0,3.0,,27.0,,3.0,19.0,3.0,36.0,,,,,22.0,3.0,13.0,3.0,8.0,,10.0,,3.0,3.0,,,,8.0,,,9.0,,3.0,3.0,3.0,,8.0,6.0,4.0,,6.0,3.0,,12.0,21.0,,,
2011-12-27 13:51:09   8,8.0,4.0,3.0,11.0,4.0,3.0,9.0,,8.0,,26.0,21.0,6.0,25.0,3.0,3.0,,3.0,,3.0,24.0,,,11.0,3.0,28.0,4.0,,,,11.0,,27.0,3.0,10.0,,4.0,,,3.0,7.0,6.0,3.0,11.0,6.0,3.0,3.0,6.0,4.0,3.0,6.0,4.0,4.0,,4.0,,,,,4.0,30.0,7.0,,
2011-12-27 13:56:11   9,9.0,4.0,,14.0,,,8.0,,,6.0,36.0,19.0,6.0,43.0,8.0,,,6.0,,,39.0,,3.0,25.0,3.0,27.0,5.0,4.0,4.0,3.0,29.0,3.0,29.0,11.0,9.0,4.0,5.0,3.0,3.0,,,,3.0,17.0,7.0,,,3.0,,4.0,9.0,7.0,8.0,4.0,3.0,10.0,,3.0,7.0,5.0,33.0,,,3.0
 
RANKS BY TERM
 ,1,2,3,4,5,6,7,8,9,10
2011-12-27 13:16:13   1
2011-12-27 13:21:08   2,LT3 ,GOOD ,HAHA ,THE ,TWITTER ,HOW ,ITS ,ALL ,THINK ,LIKE 
2011-12-27 13:26:07   3,LIVE ,AND ,OUT ,PHOTO ,TWITTER ,GTLT ,LIKE ,WWW ,MORNING ,PHOTOSET 
2011-12-27 13:31:09   4,DAY ,THANK ,YOU ,WITH ,AKU ,FOLLOW BACK ,5555 ,WWW ,FOLLOW ,VOU 
2011-12-27 13:36:07   5,LAGI ,SEGUE ,RTRT ,NEED ,TODAY ,GOOD MORNING ,NEW ,COM ,LIKE ,PRA 
2011-12-27 13:41:09   6,2012 ,OMG ,MSN ,CANT ,FOLLOW BACK ,MEU ,WITH ,ARE ,JUST ,TWITTER 
2011-12-27 13:46:08   7,GOING ,KNOW ,NEED ,YES ,MSN ,NEW ,GET ,WITH ,TODAY ,ITS 
2011-12-27 13:51:09   8,LMAO ,VOC ,QUERO ,OUT ,NEED ,REALLY ,WANNA ,QUEM ,BEM ,WHERE 
2011-12-27 13:56:11   9,DONG ,HOJE ,NIGHT ,MET ,5555 ,GOODMORNING ,MAIS ,APA ,YOUR ,FUCK 
 
 
 
RANKS BY TERM (TWITTER TRENDS)
 ,1,2,3,4,5,6,7,8,9,10
2011-12-27 13:16:13   1
2011-12-27 13:21:08   2,#BENFENERBAHCELIYIM,#NEWYEARISCOMING,#NEWBREEDSTARJAYPARK,CHEPSTOW,SHAOLIN SOCCER,SCHOOL IS APPROACHING,IOS 5.0.1,FELIZ MARTES,THE NOOSE,PAPA CHEN
2011-12-27 13:26:07   3,#BENFENERBAHCELIYIM,#NEWYEARISCOMING,#NEWBREEDSTARJAYPARK,MY AMNESIA GIRL,SCHOOL IS APPROACHING,VANILLA COKLAT,SHAOLIN SOCCER,FELIZ MARTES,PAPA CHEN,IOS 5.0.1
2011-12-27 13:31:09   4,#BENFENERBAHCELIYIM,#NEWYEARISCOMING,YASHWANT SINHA,CO STOMPE,#NEWBREEDSTARJAYPARK,MY AMNESIA GIRL,SHAOLIN SOCCER,PAPA CHEN,SCHOOL IS APPROACHING,FELIZ MARTES
2011-12-27 13:36:07   5,#BENFENERBAHCELIYIM,#NEWYEARISCOMING,#WELCOMETOSAUDIARABIA,YASHWANT SINHA,MY AMNESIA GIRL,THE NOOSE,PAPA CHEN,SHAOLIN SOCCER,FELIZ MARTES,SCHOOL IS APPROACHING
2011-12-27 13:41:09   6,GOLDEN SILVER,#BENFENERBAHCELIYIM,SPRINTER SACRE,#NEWYEARISCOMING,#WELCOMETOSAUDIARABIA,MY AMNESIA GIRL,MARU BOTANA,FELIZ MARTES,SHAOLIN SOCCER,SCHOOL IS APPROACHING
2011-12-27 13:46:08   7,#BENFENERBAHCELIYIM,#WELCOMETOSAUDIARABIA,#NEWYEARISCOMING,SPRINTER SACRE,MARU BOTANA,YASHWANT SINHA,MY AMNESIA GIRL,PAPA CHEN,FELIZ MARTES,SCHOOL IS APPROACHING
2011-12-27 13:51:09   8,#ASKJOSH,#WELCOMETOSAUDIARABIA,#BENFENERBAHCELIYIM,MARU BOTANA,MY AMNESIA GIRL,YASHWANT SINHA,SHAOLIN SOCCER,FELIZ MARTES,PAPA CHEN,MEGA DA VIRADA
2011-12-27 13:56:11   9,#ASKJOSH,#16ANOS,#DOGSONGS,SHASHI THAROOR,MARU BOTANA,MY AMNESIA GIRL,AYTAç DURAK,Суркова,SHAOLIN SOCCER,FELIZ MARTES
 
SCORES (TWITTER TRENDS)
 ,TERM,SCORE,MINUTES
1,#BENFENERBAHCELIYIM,67,35
2,MY AMNESIA GIRL,42,40
3,#NEWYEARISCOMING,51,30
4,FELIZ MARTES,20,45
5,SHAOLIN SOCCER,25,35
6,MARU BOTANA,32,25
7,#WELCOMETOSAUDIARABIA,32,20
8,YASHWANT SINHA,25,20
9,SCHOOL IS APPROACHING,16,30
10,PAPA CHEN,15,30
11,#ASKJOSH,30,15
12,#NEWBREEDSTARJAYPARK,22,15
13,#16ANOS,17,10
14,SPRINTER SACRE,15,10
15,#DOGSONGS,15,10
16,SHASHI THAROOR,12,10
17,AYTAç DURAK,10,10
18,THE NOOSE,7,10
19,GOLDEN SILVER,10,5
20,IOS 5.0.1,5,10
21,Суркова,4,10
22,CO STOMPE,7,5
23,CHEPSTOW,7,5
24,VANILLA COKLAT,5,5
25,SELF-DETERMINATION,3,5
26,MEGA DA VIRADA,1,5
