TTANALYZER,HOURLY REPORT,2011-12-27 12:09:43 UTC
 
ZSCORES
 ,LIVE ,NAAR ,MET ,LT3 ,DID ,HAVE ,APA ,WANT ,GET ,NOW ,SYRIA ,YOU ,DAY ,WWW ,TWITTER ,WAS ,FOR ,MORNING ,TOO ,AKU ,HEY ,WORK ,QUE ,AND ,FOLLOW BACK ,FOLLOW ,BACK ,WITH ,BEN ,GTLT ,JUST ,THAT ,LOVE ,SEE ,WELL ,TUDO ,HTTP ,WAKKER ,HARD ,YAH ,PRA ,1215THEXIAHTIC ,RIGHT ,SUR ,MAAR ,MEETING ,HEHE ,HORIZON KINGDOM ,GOOD ,KINGDOM ,SOUND HORIZON KINGDOM ,SAYANG ,AGQR ,VOC 2012 ,HOW ,CITEIDESEJOS VOC 2012 PERFEITO ,DAMN ,FUNRONGA ,CITEIDESEJOS ,CITEIDESEJOS VOC 
 ,LIVE ,NAAR ,MET ,LT3 ,DID ,HAVE ,APA ,WANT ,GET ,NOW ,SYRIA ,YOU ,DAY ,WWW ,TWITTER ,WAS ,FOR ,MORNING ,TOO ,AKU ,HEY ,WORK ,QUE ,AND ,FOLLOW BACK ,FOLLOW ,BACK ,WITH ,BEN ,GTLT ,JUST ,THAT ,LOVE ,SEE ,WELL ,TUDO ,HTTP ,WAKKER ,HARD ,YAH ,PRA ,1215THEXIAHTIC ,RIGHT ,SUR ,MAAR ,MEETING ,HEHE ,HORIZON KINGDOM ,GOOD ,KINGDOM ,SOUND HORIZON KINGDOM ,SAYANG ,AGQR ,VOC 2012 ,HOW ,CITEIDESEJOS VOC 2012 PERFEITO ,DAMN ,FUNRONGA ,CITEIDESEJOS ,CITEIDESEJOS VOC 
2011-12-27 12:09:47   1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:11:08   2, , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , ,9,6, ,10, , , , ,8, , ,7, ,5,4, ,2, ,11, , , , , , , , , , , 
2011-12-27 12:16:10   3, , , ,10, , , , , ,6, , , , , , ,8, , ,4, , , , , , , , , , , , ,9, ,3, ,2, , ,1, , , , , , , , , , , , , , ,7, , ,5, , 
2011-12-27 12:21:09   4,10, , ,7, , , , , , , , , , , , , , , , , , ,6,9, ,8, , , , , , , , , , , , , , , , , , , ,5, ,4, ,3,2, ,1, , , , , , , 
2011-12-27 12:26:09   5,10, , , , , , ,8, , , , ,9, ,5, , ,4, , , , ,7,3, ,1, ,6, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:31:07   6, ,10, , , , , ,7, ,9, ,8,2,6, , , , , , ,5,4, , , , , , , , ,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:36:10   7, ,10,9, , , , ,4, ,6, , , , , , , ,7, ,8,1,2, , , , ,5, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:41:10   8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,2, ,1, , , , , , , , ,10, ,9, ,8,7, ,6,5
2011-12-27 12:46:09   9, ,10,9, ,8,7,6, ,5, ,4, , ,3, ,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:51:11   10, ,10,9, ,8,7,6, ,5, ,4, , ,3, ,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2011-12-27 12:56:09   11, ,10,9,3,8, ,7, ,6, ,4, , , ,2, ,5, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 
FREQUENCY
 ,LIVE ,NAAR ,MET ,LT3 ,DID ,HAVE ,APA ,WANT ,GET ,NOW ,SYRIA ,YOU ,DAY ,WWW ,TWITTER ,WAS ,FOR ,MORNING ,TOO ,AKU ,HEY ,WORK ,QUE ,AND ,FOLLOW BACK ,FOLLOW ,BACK ,WITH ,BEN ,GTLT ,JUST ,THAT ,LOVE ,SEE ,WELL ,TUDO ,HTTP ,WAKKER ,HARD ,YAH ,PRA ,1215THEXIAHTIC ,RIGHT ,SUR ,MAAR ,MEETING ,HEHE ,HORIZON KINGDOM ,GOOD ,KINGDOM ,SOUND HORIZON KINGDOM ,SAYANG ,AGQR ,VOC 2012 ,HOW ,CITEIDESEJOS VOC 2012 PERFEITO ,DAMN ,FUNRONGA ,CITEIDESEJOS ,CITEIDESEJOS VOC 
2011-12-27 12:09:47   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-27 12:11:08   2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:16:10   3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:21:09   4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:26:09   5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:31:07   6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:36:10   7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:41:10   8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:46:09   9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:51:11   10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-27 12:56:09   11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 
RANKS BY TERM
 ,1,2,3,4,5,6,7,8,9,10
2011-12-27 12:09:47   1
2011-12-27 12:11:08   2,JUST ,HARD ,1215THEXIAHTIC ,THAT ,SUR ,MAAR ,FOR ,HEHE ,GOOD ,SEE 
2011-12-27 12:16:10   3,LT3 ,LOVE ,FOR ,WELL ,HTTP ,YAH ,HOW ,NOW ,FUNRONGA ,AKU 
2011-12-27 12:21:09   4,LIVE ,AND ,FOLLOW ,LT3 ,QUE ,KINGDOM ,SOUND HORIZON KINGDOM ,AGQR ,MEETING ,HORIZON KINGDOM 
2011-12-27 12:26:09   5,LIVE ,DAY ,WANT ,QUE ,WITH ,TWITTER ,MORNING ,AND ,GTLT ,FOLLOW 
2011-12-27 12:31:07   6,NAAR ,NOW ,YOU ,WANT ,WWW ,HEY ,WORK ,JUST ,DAY ,THAT 
2011-12-27 12:36:10   7,NAAR ,MET ,AKU ,MORNING ,NOW ,BACK ,WANT ,BEN ,WORK ,HEY 
2011-12-27 12:41:10   8,WAKKER ,PRA ,RIGHT ,SAYANG ,VOC 2012 ,CITEIDESEJOS VOC 2012 PERFEITO ,DAMN ,CITEIDESEJOS ,CITEIDESEJOS VOC ,TUDO 
2011-12-27 12:46:09   9,NAAR ,MET ,DID ,HAVE ,APA ,GET ,SYRIA ,WWW ,WAS ,TOO 
2011-12-27 12:51:11   10,NAAR ,MET ,DID ,HAVE ,APA ,GET ,SYRIA ,WWW ,WAS ,TOO 
2011-12-27 12:56:09   11,NAAR ,MET ,DID ,APA ,GET ,FOR ,SYRIA ,LT3 ,TWITTER ,FOLLOW BACK 
 
 
 
RANKS BY TERM (TWITTER TRENDS)
 ,1,2,3,4,5,6,7,8,9,10
2011-12-27 12:09:47   1
2011-12-27 12:11:08   2,DARREN SPROLES,EBBETT,#MIS5LIBROSFAVORITOSDEL2011,LOVE PLUS,CHRIS OWENS,#PASSITTOEBBETT,#THINGSICAREABOUT,BREES,ISAIAH THOMAS,SEAN WILLIAMS
2011-12-27 12:16:10   3,#NEWYEARISCOMING,#IHTIYACIMVAR,AB DE VILLIERS,#EVANESCENCEQUIZ,SCHOOL IS APPROACHING,SEARS AND KMART,KIKO RIVERA Y JESSICA BUENO,IOS 5.0.1,FELIZ MARTES,HIGH KICK 3
2011-12-27 12:21:09   4,#NEWYEARISCOMING,#IHTIYACIMVAR,SOUND HORIZON KINGDOM,SCHOOL IS APPROACHING,#MOMENTOSINOLVIDABLES,KIKO RIVERA Y JESSICA BUENO,HIGH KICK 3,FELIZ MARTES,IOS 5.0.1,ANA BOTELLA
2011-12-27 12:26:09   5,#NEWYEARISCOMING,#IHTIYACIMVAR,SOUND HORIZON KINGDOM,SCHOOL IS APPROACHING,#MOMENTOSINOLVIDABLES,KIKO RIVERA Y JESSICA BUENO,HIGH KICK 3,FELIZ MARTES,IOS 5.0.1,ANA BOTELLA
2011-12-27 12:31:07   6,#NEWYEARISCOMING,#IHTIYACIMVAR,BEN FENERBAHçELIYIM,#MOMENTOSINOLVIDABLES,SCHOOL IS APPROACHING,KIKO RIVERA Y JESSICA BUENO,FELIZ MARTES,IOS 5.0.1,MEHMET AKIF ERSOY,HIGH KICK 3
2011-12-27 12:36:10   7,#NEWYEARISCOMING,#IHTIYACIMVAR,BEN FENERBAHçELIYIM,#HOTELFORDOGS,SCHOOL IS APPROACHING,FELIZ MARTES,IOS 5.0.1,KIKO RIVERA Y JESSICA BUENO,MEHMET AKIF ERSOY,HIGH KICK 3
2011-12-27 12:41:10   8,#NEWYEARISCOMING,THE NOOSE,#HOTELFORDOGS,#IHTIYACIMVAR,SHAOLIN SOCCER,BEN FENERBAHçELIYIM,SCHOOL IS APPROACHING,IOS 5.0.1,KIKO RIVERA Y JESSICA BUENO,JAILBREAK UNTETHERED
2011-12-27 12:46:09   9,#NEWYEARISCOMING,#HOTELFORDOGS,#THENOOSE,BEN FENERBAHçELIYIM,SHAOLIN SOCCER,SCHOOL IS APPROACHING,KIKO RIVERA Y JESSICA BUENO,IOS 5.0.1,FELIZ MARTES,LEIVA
2011-12-27 12:51:11   10,#NEWYEARISCOMING,#HOTELFORDOGS,#BENFENERBAHCELIYIM,SHAOLIN SOCCER,SCHOOL IS APPROACHING,THE NOOSE,FELIZ MARTES,IOS 5.0.1,KIKO RIVERA Y JESSICA BUENO,LEIVA
2011-12-27 12:56:09   11,#NEWYEARISCOMING,#HOTELFORDOGS,SHAOLIN SOCCER,#THENOOSE,SCHOOL IS APPROACHING,FELIZ MARTES,IOS 5.0.1,MEGA DA VIRADA,KIKO RIVERA Y JESSICA BUENO,MEHMET AKIF ERSOY
 
SCORES (TWITTER TRENDS)
 ,TERM,SCORE,MINUTES
1,IOS 5.0.1,75,50
2,KIKO RIVERA Y JESSICA BUENO,64,45
3,FELIZ MARTES,63,45
4,SCHOOL IS APPROACHING,56,50
5,#NEWYEARISCOMING,20,50
6,HIGH KICK 3,35,25
7,#IHTIYACIMVAR,21,30
8,SHAOLIN SOCCER,24,25
9,#HOTELFORDOGS,20,30
10,BEN FENERBAHçELIYIM,21,20
11,THE NOOSE,22,15
12,MEHMET AKIF ERSOY,21,15
13,#MOMENTOSINOLVIDABLES,15,15
14,#THENOOSE,12,10
15,#BENFENERBAHCELIYIM,11,10
16,ANA BOTELLA,11,10
17,SOUND HORIZON KINGDOM,11,10
18,LEIVA,11,10
19,CHAN MALI CHAN,10,5
20,DARREN SPROLES,10,5
21,EBBETT,9,5
22,AB DE VILLIERS,8,5
23,#MIS5LIBROSFAVORITOSDEL2011,8,5
24,#EVANESCENCEQUIZ,7,5
25,LOVE PLUS,7,5
26,CHRIS OWENS,6,5
27,CAROLINA ZúñIGA,6,5
28,SEARS AND KMART,5,5
29,#PASSITTOEBBETT,5,5
30,#THINGSICAREABOUT,4,5
31,BREES,3,5
32,MEGA DA VIRADA,3,5
33,ISAIAH THOMAS,2,5
34,JAILBREAK UNTETHERED,1,5
35,SEAN WILLIAMS,1,5
